building_id,meter_type,meter_reading,site_id,square_feet,timestamp,air_temperature,dew_temperature,sea_level_pressure,wind_direction,wind_speed
1282,0,474.0,14,12500,2016-01-04 07:00:00,0.0,-5.0,1011.9,300.0,2.6
1282,0,461.0,14,12500,2016-01-04 08:00:00,-0.6,-5.0,1012.2,330.0,1.5
1282,0,495.0,14,12500,2016-01-04 09:00:00,0.6,-5.0,1012.3,340.0,4.1
1282,0,489.0,14,12500,2016-01-04 10:00:00,0.6,-6.7,1012.8,350.0,5.1
1282,0,475.0,14,12500,2016-01-04 11:00:00,-1.7,-10.0,1014.2,360.0,5.7
1282,0,428.0,14,12500,2016-01-04 12:00:00,-2.8,-11.1,1015.4,360.0,4.6
1282,0,472.0,14,12500,2016-01-04 13:00:00,-2.8,-11.7,1016.0,350.0,5.7
1282,0,442.0,14,12500,2016-01-04 14:00:00,-2.2,-12.2,1016.9,340.0,4.1
1282,0,475.0,14,12500,2016-01-04 15:00:00,-1.7,-12.2,1017.6,360.0,5.7
1282,0,463.0,14,12500,2016-01-04 16:00:00,-1.7,-13.9,1017.4,360.0,6.7
1282,0,421.0,14,12500,2016-01-04 17:00:00,-1.1,-14.4,1017.1,350.0,7.7
1282,0,463.0,14,12500,2016-01-04 18:00:00,-0.6,-15.0,1016.9,330.0,5.7
1282,0,441.0,14,12500,2016-01-04 19:00:00,-1.7,-16.1,1016.9,360.0,8.2
1282,0,488.0,14,12500,2016-01-04 20:00:00,-2.2,-16.1,1017.8,340.0,7.2
1282,0,441.0,14,12500,2016-01-04 21:00:00,-3.3,-17.2,1019.1,340.0,7.7
1282,0,495.0,14,12500,2016-01-04 22:00:00,-5.0,-17.8,1020.6,340.0,7.2
1282,0,439.0,14,12500,2016-01-04 23:00:00,-6.1,-17.8,1022.1,340.0,5.7
1282,0,499.0,14,12500,2016-01-05 00:00:00,-7.2,-17.8,1023.8,350.0,6.2
1282,0,501.0,14,12500,2016-01-05 01:00:00,-8.3,-18.3,1025.2,350.0,8.8
1282,0,473.0,14,12500,2016-01-05 02:00:00,-9.4,-18.3,1026.0,360.0,9.3
1282,0,470.0,14,12500,2016-01-05 03:00:00,-10.0,-18.3,1027.1,350.0,6.7
1282,0,486.0,14,12500,2016-01-05 04:00:00,-11.1,-18.9,1028.0,350.0,5.7
1282,0,489.0,14,12500,2016-01-05 05:00:00,-11.7,-18.9,1028.5,340.0,6.2
1282,0,462.0,14,12500,2016-01-05 06:00:00,-11.7,-18.9,1029.2,340.0,4.6
1282,0,454.0,14,12500,2016-01-05 07:00:00,-11.7,-19.4,1030.3,350.0,6.2
1282,0,502.0,14,12500,2016-01-05 08:00:00,-12.2,-19.4,1031.1,360.0,5.1
1282,0,491.0,14,12500,2016-01-05 09:00:00,-12.2,-20.0,1031.5,360.0,6.2
1282,0,442.0,14,12500,2016-01-05 10:00:00,-12.8,-20.0,1031.9,350.0,5.7
1282,0,474.0,14,12500,2016-01-05 11:00:00,-12.8,-20.0,1032.3,10.0,5.7
1282,0,476.0,14,12500,2016-01-05 12:00:00,-12.2,-20.0,1033.5,360.0,3.6
1282,0,451.0,14,12500,2016-01-05 13:00:00,-12.2,-20.0,1034.6,350.0,4.1
1282,0,493.0,14,12500,2016-01-05 14:00:00,-10.0,-20.0,1035.4,360.0,4.6
1282,0,472.0,14,12500,2016-01-05 15:00:00,-8.3,-20.0,1036.2,340.0,3.1
1282,0,497.0,14,12500,2016-01-05 16:00:00,-6.7,-20.0,1036.5,360.0,4.6
1282,0,485.0,14,12500,2016-01-05 17:00:00,-5.0,-20.6,1035.9,340.0,2.6
1282,0,463.0,14,12500,2016-01-05 18:00:00,-3.3,-19.4,1035.7,350.0,4.1
1282,0,510.0,14,12500,2016-01-05 19:00:00,-1.7,-19.4,1035.1,350.0,3.6
1282,0,467.0,14,12500,2016-01-05 20:00:00,-1.1,-20.6,1035.1,330.0,2.6
1282,0,499.0,14,12500,2016-01-05 21:00:00,-1.1,-19.4,1035.6,350.0,2.6
1282,0,501.0,14,12500,2016-01-05 22:00:00,-2.2,-18.9,1035.8,0.0,0.0
1282,0,461.0,14,12500,2016-01-05 23:00:00,-3.3,-17.8,1036.4,0.0,0.0
1282,0,485.0,14,12500,2016-01-06 00:00:00,-3.9,-16.7,1036.5,0.0,0.0
1282,0,483.0,14,12500,2016-01-06 01:00:00,-6.1,-16.1,1036.7,0.0,0.0
1282,0,487.0,14,12500,2016-01-06 02:00:00,-6.1,-15.6,1036.7,270.0,1.5
1282,0,494.0,14,12500,2016-01-06 03:00:00,-7.8,-14.4,1036.5,0.0,0.0
1282,0,507.0,14,12500,2016-01-06 04:00:00,-7.2,-15.0,1036.3,0.0,0.0
1282,0,466.0,14,12500,2016-01-06 05:00:00,-8.9,-14.4,1036.0,0.0,0.0
1282,0,472.0,14,12500,2016-01-06 06:00:00,-9.4,-13.9,1035.6,0.0,0.0
1282,0,484.0,14,12500,2016-01-06 07:00:00,-8.9,-13.9,1035.6,320.0,2.1
1282,0,459.0,14,12500,2016-01-06 08:00:00,-10.0,-14.4,1035.1,0.0,0.0
1282,0,455.0,14,12500,2016-01-06 09:00:00,-11.1,-13.9,1035.0,240.0,2.1
1282,0,475.0,14,12500,2016-01-06 10:00:00,-10.0,-13.9,1034.9,0.0,0.0
1282,0,465.0,14,12500,2016-01-06 11:00:00,-10.6,-13.9,1035.4,0.0,0.0
1282,0,437.0,14,12500,2016-01-06 12:00:00,-10.6,-13.9,1035.7,0.0,0.0
1282,0,453.0,14,12500,2016-01-06 13:00:00,-10.6,-12.8,1035.6,0.0,0.0
1282,0,453.0,14,12500,2016-01-06 14:00:00,-6.7,-9.4,1035.6,0.0,0.0
1282,0,459.0,14,12500,2016-01-06 15:00:00,-3.3,-11.1,1035.9,250.0,2.1
1282,0,467.0,14,12500,2016-01-06 16:00:00,-0.6,-10.6,1035.5,240.0,2.1
1282,0,496.0,14,12500,2016-01-06 17:00:00,1.7,-12.8,1033.4,330.0,1.5
1282,0,468.0,14,12500,2016-01-06 18:00:00,2.8,-13.9,1032.5,310.0,1.5
1282,0,458.0,14,12500,2016-01-06 19:00:00,3.9,-15.6,1031.4,200.0,2.6
1282,0,535.0,14,12500,2016-01-06 20:00:00,4.4,-16.7,1031.1,220.0,2.6
1282,0,501.0,14,12500,2016-01-06 21:00:00,3.3,-15.6,1031.0,200.0,2.6
1282,0,530.0,14,12500,2016-01-06 22:00:00,2.2,-15.6,1030.6,220.0,2.1
1282,0,523.0,14,12500,2016-01-06 23:00:00,1.1,-15.6,1030.5,210.0,1.5
1282,0,460.0,14,12500,2016-01-07 00:00:00,0.6,-15.0,1030.6,230.0,1.5
1282,0,482.0,14,12500,2016-01-07 01:00:00,0.0,-13.9,1030.9,230.0,2.1
1282,0,499.0,14,12500,2016-01-07 02:00:00,-2.2,-13.3,1030.6,0.0,0.0
1282,0,482.0,14,12500,2016-01-07 03:00:00,-2.8,-12.8,1030.1,230.0,2.1
1282,0,466.0,14,12500,2016-01-07 04:00:00,-3.3,-12.2,1029.8,0.0,0.0
1282,0,487.0,14,12500,2016-01-07 05:00:00,-5.0,-11.7,1029.1,360.0,1.5
1282,0,484.0,14,12500,2016-01-07 06:00:00,-4.4,-11.7,1028.5,0.0,0.0
1282,0,454.0,14,12500,2016-01-07 07:00:00,-6.1,-11.7,1028.3,0.0,0.0
1282,0,500.0,14,12500,2016-01-07 08:00:00,-5.6,-11.1,1028.1,0.0,0.0
1282,0,448.0,14,12500,2016-01-07 09:00:00,-5.0,-10.6,1027.2,340.0,3.1
1282,0,493.0,14,12500,2016-01-07 10:00:00,-4.4,-9.4,1027.4,0.0,0.0
1282,0,494.0,14,12500,2016-01-07 11:00:00,-5.0,-10.0,1027.2,0.0,0.0
1282,0,448.0,14,12500,2016-01-07 12:00:00,-5.0,-10.6,1027.3,0.0,0.0
1282,0,498.0,14,12500,2016-01-07 13:00:00,-5.0,-8.9,1027.2,210.0,1.5
1282,0,502.0,14,12500,2016-01-07 14:00:00,-2.2,-8.9,1026.7,0.0,0.0
1282,0,461.0,14,12500,2016-01-07 15:00:00,1.1,-9.4,1026.6,0.0,0.0
1282,0,498.0,14,12500,2016-01-07 16:00:00,2.2,-10.6,1026.4,160.0,1.5
1282,0,521.0,14,12500,2016-01-07 17:00:00,3.9,-11.7,1025.0,0.0,0.0
1282,0,571.0,14,12500,2016-01-07 18:00:00,5.6,-6.7,1024.0,0.0,0.0
1282,0,543.0,14,12500,2016-01-07 19:00:00,7.2,-5.0,1023.5,340.0,1.5
1282,0,506.0,14,12500,2016-01-07 20:00:00,7.2,-2.8,1023.3,0.0,0.0
1282,0,573.0,14,12500,2016-01-07 21:00:00,7.2,-2.8,1023.0,190.0,2.1
1282,0,590.0,14,12500,2016-01-07 22:00:00,6.7,-1.1,1023.4,0.0,0.0
1282,0,569.0,14,12500,2016-01-07 23:00:00,6.1,-0.6,1023.7,0.0,0.0
1282,0,566.0,14,12500,2016-01-08 00:00:00,6.1,-2.2,1023.5,0.0,0.0
1282,0,562.0,14,12500,2016-01-08 01:00:00,5.6,-1.7,1023.3,0.0,0.0
1282,0,571.0,14,12500,2016-01-08 02:00:00,3.9,-2.8,1022.7,360.0,2.1
1282,0,517.0,14,12500,2016-01-08 03:00:00,2.2,-3.9,1022.2,10.0,2.1
1282,0,489.0,14,12500,2016-01-08 04:00:00,0.0,-4.4,1021.6,330.0,2.1
1282,0,539.0,14,12500,2016-01-08 05:00:00,0.0,-3.9,1021.1,340.0,1.5
1282,0,555.0,14,12500,2016-01-08 06:00:00,0.0,-4.4,1020.4,0.0,0.0
1282,0,528.0,14,12500,2016-01-08 07:00:00,1.1,-2.8,1021.1,0.0,0.0
1282,0,517.0,14,12500,2016-01-08 08:00:00,2.2,-2.2,1022.0,0.0,0.0
1282,0,553.0,14,12500,2016-01-08 09:00:00,2.8,-1.1,1020.7,30.0,2.6
1282,0,533.0,14,12500,2016-01-08 10:00:00,2.2,-1.1,1021.1,350.0,2.6
1282,0,512.0,14,12500,2016-01-08 11:00:00,2.8,-0.6,1021.8,20.0,1.5
1282,0,551.0,14,12500,2016-01-08 12:00:00,2.2,-4.4,1021.8,20.0,2.6
1282,0,542.0,14,12500,2016-01-08 13:00:00,2.2,-4.4,1021.6,20.0,2.1
1282,0,525.0,14,12500,2016-01-08 14:00:00,2.2,-6.7,1022.2,40.0,3.6
1282,0,515.0,14,12500,2016-01-08 15:00:00,2.8,-7.2,1022.4,60.0,4.1
1282,0,554.0,14,12500,2016-01-08 16:00:00,3.9,-5.6,1022.4,70.0,3.1
1282,0,544.0,14,12500,2016-01-08 17:00:00,5.0,-4.4,1021.7,70.0,4.1
1282,0,539.0,14,12500,2016-01-08 18:00:00,6.7,-2.2,1021.0,80.0,4.6
1282,0,508.0,14,12500,2016-01-08 19:00:00,6.1,-1.1,1020.4,60.0,3.1
1282,0,546.0,14,12500,2016-01-08 20:00:00,6.7,-0.6,1020.6,60.0,3.1
1282,0,553.0,14,12500,2016-01-08 21:00:00,6.1,0.6,1020.3,80.0,3.1
1282,0,548.0,14,12500,2016-01-08 22:00:00,6.1,1.1,1020.9,80.0,2.6
1282,0,0.0,14,12500,2016-01-08 23:00:00,5.6,1.1,1021.3,60.0,2.1
1282,0,0.0,14,12500,2016-01-09 00:00:00,5.6,0.6,1021.4,30.0,2.6
1282,0,0.0,14,12500,2016-01-09 01:00:00,5.0,0.6,1020.9,40.0,4.1
1282,0,0.0,14,12500,2016-01-09 02:00:00,5.0,1.1,1021.4,60.0,3.6
1282,0,533.0,14,12500,2016-01-09 03:00:00,4.4,1.1,1021.0,80.0,3.6
1282,0,516.0,14,12500,2016-01-09 04:00:00,5.0,1.7,1020.8,80.0,2.6
1282,0,503.0,14,12500,2016-01-09 05:00:00,5.0,1.7,1020.9,40.0,3.1
1282,0,519.0,14,12500,2016-01-09 06:00:00,4.4,1.1,1020.3,70.0,3.1
1282,0,538.0,14,12500,2016-01-09 07:00:00,5.0,1.7,1020.3,60.0,4.6
1282,0,528.0,14,12500,2016-01-09 08:00:00,5.6,1.7,1020.7,50.0,3.1
1282,0,525.0,14,12500,2016-01-09 09:00:00,5.0,1.1,1020.0,70.0,4.1
1282,0,505.0,14,12500,2016-01-09 10:00:00,5.0,1.1,1019.9,50.0,4.1
1282,0,495.0,14,12500,2016-01-09 11:00:00,4.4,1.1,1020.2,20.0,1.5
1282,0,545.0,14,12500,2016-01-09 12:00:00,4.4,1.1,1020.4,40.0,1.5
1282,0,531.0,14,12500,2016-01-09 13:00:00,4.4,1.1,1020.2,50.0,3.6
1282,0,520.0,14,12500,2016-01-09 14:00:00,5.0,1.7,1021.2,40.0,2.6
1282,0,511.0,14,12500,2016-01-09 15:00:00,6.1,2.8,1021.5,70.0,4.6
1282,0,506.0,14,12500,2016-01-09 16:00:00,7.2,3.3,1021.4,80.0,3.6
1282,0,503.0,14,12500,2016-01-09 17:00:00,8.3,5.0,1020.6,90.0,3.6
1282,0,504.0,14,12500,2016-01-09 18:00:00,9.4,5.6,1019.3,90.0,4.6
1282,0,513.0,14,12500,2016-01-09 19:00:00,9.4,6.1,1019.1,70.0,3.1
1282,0,538.0,14,12500,2016-01-09 20:00:00,8.9,6.1,1018.9,90.0,3.1
1282,0,543.0,14,12500,2016-01-09 21:00:00,8.3,6.1,1018.8,100.0,2.6
1282,0,542.0,14,12500,2016-01-09 22:00:00,8.3,6.7,1018.9,80.0,4.1
1282,0,559.0,14,12500,2016-01-09 23:00:00,8.3,7.2,1019.5,100.0,2.1
1282,0,559.0,14,12500,2016-01-10 00:00:00,8.3,7.2,1019.3,80.0,3.1
1282,0,569.0,14,12500,2016-01-10 01:00:00,8.3,7.2,1018.9,80.0,4.6
1282,0,581.0,14,12500,2016-01-10 02:00:00,7.8,6.7,1017.8,70.0,4.6
1282,0,559.0,14,12500,2016-01-10 03:00:00,7.8,7.2,1016.8,70.0,5.1
1282,0,575.0,14,12500,2016-01-10 04:00:00,7.8,7.2,1016.5,80.0,4.1
1282,0,591.0,14,12500,2016-01-10 05:00:00,8.3,7.2,1014.6,70.0,5.1
1282,0,585.0,14,12500,2016-01-10 06:00:00,8.9,7.8,1012.9,80.0,4.6
1282,0,580.0,14,12500,2016-01-10 07:00:00,9.4,8.9,1011.0,70.0,7.7
1282,0,586.0,14,12500,2016-01-10 08:00:00,9.4,8.9,1009.0,70.0,7.7
1282,0,583.0,14,12500,2016-01-10 09:00:00,9.4,8.3,1016.2941885647716,70.0,6.7
1282,0,572.0,14,12500,2016-01-10 10:00:00,10.0,9.4,1004.9,80.0,6.7
1282,0,582.0,14,12500,2016-01-10 11:00:00,11.1,10.0,1003.0,80.0,6.7
1282,0,574.0,14,12500,2016-01-10 12:00:00,10.6,10.6,1001.4,60.0,3.6
1282,0,576.0,14,12500,2016-01-10 13:00:00,12.8,12.2,999.9,120.0,3.6
1282,0,580.0,14,12500,2016-01-10 14:00:00,14.4,13.9,998.8,170.0,5.7
1282,0,562.0,14,12500,2016-01-10 15:00:00,15.6,14.4,998.2,190.0,5.7
1282,0,565.0,14,12500,2016-01-10 16:00:00,16.1,14.4,996.6,170.0,5.1
1282,0,569.0,14,12500,2016-01-10 17:00:00,16.1,14.4,995.2,190.0,5.1
1282,0,565.0,14,12500,2016-01-10 18:00:00,17.2,14.4,992.9,190.0,7.2
1282,0,548.0,14,12500,2016-01-10 19:00:00,17.8,12.8,1016.2941885647716,210.0,8.2
1282,0,521.0,14,12500,2016-01-10 20:00:00,17.2,10.6,991.7,230.0,9.8
1282,0,556.0,14,12500,2016-01-10 21:00:00,13.9,7.2,993.0,270.0,5.7
1282,0,509.0,14,12500,2016-01-10 22:00:00,13.3,6.7,993.7,250.0,3.6
1282,0,525.0,14,12500,2016-01-10 23:00:00,12.2,5.6,995.4,280.0,9.8
1282,0,523.0,14,12500,2016-01-11 00:00:00,10.0,5.0,996.6,260.0,6.7
1282,0,537.0,14,12500,2016-01-11 01:00:00,7.8,-1.1,998.6,290.0,7.7
1282,0,506.0,14,12500,2016-01-11 02:00:00,5.6,-3.3,1000.6,270.0,8.2
1282,0,547.0,14,12500,2016-01-11 03:00:00,5.0,-3.9,1001.9,280.0,9.3
1282,0,541.0,14,12500,2016-01-11 04:00:00,3.3,-5.6,1003.4,270.0,8.2
1282,0,502.0,14,12500,2016-01-11 05:00:00,3.3,-6.1,1004.3,280.0,8.8
1282,0,537.0,14,12500,2016-01-11 06:00:00,2.2,-7.8,1005.3,280.0,9.3
1282,0,519.0,14,12500,2016-01-11 07:00:00,1.7,-9.4,1006.7,300.0,6.7
1282,0,491.0,14,12500,2016-01-11 08:00:00,0.6,-10.0,1007.8,290.0,6.2
1282,0,499.0,14,12500,2016-01-11 09:00:00,0.0,-9.4,1009.1,290.0,3.6
1282,0,491.0,14,12500,2016-01-11 10:00:00,-1.1,-11.7,1010.0,280.0,5.1
1282,0,521.0,14,12500,2016-01-11 11:00:00,-1.1,-12.2,1011.0,290.0,5.1
1282,0,516.0,14,12500,2016-01-11 12:00:00,-2.2,-11.7,1012.1,260.0,4.1
1282,0,526.0,14,12500,2016-01-11 13:00:00,-2.8,-12.8,1013.2,270.0,5.7
1282,0,512.0,14,12500,2016-01-11 14:00:00,-2.2,-12.8,1014.5,280.0,6.2
1282,0,534.0,14,12500,2016-01-11 15:00:00,-1.7,-13.9,1015.2,270.0,6.2
1282,0,508.0,14,12500,2016-01-11 16:00:00,-1.1,-13.3,1015.3,270.0,7.7
1282,0,544.0,14,12500,2016-01-11 17:00:00,-0.6,-13.9,1014.8,270.0,8.2
1282,0,515.0,14,12500,2016-01-11 18:00:00,0.0,-12.8,1014.2,270.0,6.7
1282,0,501.0,14,12500,2016-01-11 19:00:00,0.6,-15.6,1014.2,270.0,7.2
1282,0,499.0,14,12500,2016-01-11 20:00:00,0.0,-16.7,1014.7,280.0,5.7
1282,0,504.0,14,12500,2016-01-11 21:00:00,0.0,-15.6,1015.5,290.0,3.6
1282,0,496.0,14,12500,2016-01-11 22:00:00,-1.1,-15.6,1016.7,270.0,4.6
1282,0,529.0,14,12500,2016-01-11 23:00:00,-1.1,-16.1,1017.9,280.0,3.6
1282,0,484.0,14,12500,2016-01-12 00:00:00,-2.2,-15.6,1018.2,320.0,2.1
1282,0,515.0,14,12500,2016-01-12 01:00:00,-3.3,-16.1,1019.0,300.0,2.1
1282,0,484.0,14,12500,2016-01-12 02:00:00,-4.4,-15.0,1019.2,0.0,0.0
1282,0,483.0,14,12500,2016-01-12 03:00:00,-5.6,-13.9,1019.2,230.0,1.5
1282,0,460.0,14,12500,2016-01-12 04:00:00,-5.6,-13.3,1019.1,0.0,0.0
1282,0,466.0,14,12500,2016-01-12 05:00:00,-6.1,-12.2,1019.0,0.0,0.0
1282,0,433.0,14,12500,2016-01-12 06:00:00,-7.2,-12.2,1018.8,0.0,0.0
1282,0,473.0,14,12500,2016-01-12 07:00:00,-7.2,-11.7,1018.7,0.0,0.0
1282,0,454.0,14,12500,2016-01-12 08:00:00,-7.8,-12.2,1018.8,0.0,0.0
1282,0,458.0,14,12500,2016-01-12 09:00:00,-8.9,-12.2,1018.4,340.0,2.1
1282,0,481.0,14,12500,2016-01-12 10:00:00,-8.9,-11.7,1017.5,110.0,1.5
1282,0,448.0,14,12500,2016-01-12 11:00:00,-7.2,-11.7,1016.6,110.0,1.5
1282,0,432.0,14,12500,2016-01-12 12:00:00,-6.7,-11.7,1015.8,0.0,0.0
1282,0,369.0,14,12500,2016-01-12 13:00:00,-6.1,-11.1,1014.8,0.0,0.0
1282,0,402.0,14,12500,2016-01-12 14:00:00,-3.3,-10.6,1014.3,0.0,0.0
1282,0,397.0,14,12500,2016-01-12 15:00:00,-1.1,-10.0,1013.3,170.0,2.6
1282,0,442.0,14,12500,2016-01-12 16:00:00,1.7,-7.2,1011.4,170.0,5.1
1282,0,399.0,14,12500,2016-01-12 17:00:00,3.9,-7.2,1008.8,190.0,4.6
